,L1,L2,L3,L4,L5,L1_ver,L2_ver,L3_ver,L4_ver,L5_ver,[INV] Invoice ID
1617,Power Generation and Distribution Machinery and Accessories,Power sources,Motor or generator components,Armature,Armature,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,2
1618,Power Generation and Distribution Machinery and Accessories,Power sources,Motor or generator components,Motor brush,Motor brush,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,212
1619,Power Generation and Distribution Machinery and Accessories,Power sources,Motor or generator components,Motor rotor or stator,Motor rotor or stator,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,222
1620,Power Generation and Distribution Machinery and Accessories,Power sources,Motor or generator components,Motor rotor or stator,Motor stator,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,27
1621,Power Generation and Distribution Machinery and Accessories,Power sources,Motors,Alternator,Alternator,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,27
1622,Power Generation and Distribution Machinery and Accessories,Power sources,Motors,Brake motor AC,Brake motor AC,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,159
1623,Power Generation and Distribution Machinery and Accessories,Power sources,Motors,Electric alternating current AC motors,Electric alternating current AC motors,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,968
1624,Power Generation and Distribution Machinery and Accessories,Power sources,Motors,Electric direct current DC motors,Electric direct current DC motors,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,8
1625,Power Generation and Distribution Machinery and Accessories,Power sources,Motors,Motors,Motors,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,2167
1626,Power Generation and Distribution Machinery and Accessories,Power sources,Motors,Multi phase motor AC,Multi phase motor AC,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,211
1627,Power Generation and Distribution Machinery and Accessories,Power sources,Motors,Servo motor DC,Servo motor DC,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,5
1628,Power Generation and Distribution Machinery and Accessories,Power sources,Power sources,Power sources,Power sources,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,671
1629,Printing and Photographic and Audio and Visual Equipment and Supplies,Audio and visual presentation and composing equipment,Phone and video conference equipment and hardware and controllers,Videoconferencing systems,Videoconferencing systems,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,6
1630,Printing and Photographic and Audio and Visual Equipment and Supplies,Audio and visual presentation and composing equipment,Projectors and supplies,Liquid crystal display projector,Liquid crystal display projector,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,4
1631,Printing and Photographic and Audio and Visual Equipment and Supplies,Audio and visual presentation and composing equipment,Projectors and supplies,Projectors and supplies,Projectors and supplies,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,192
1632,Printing and Photographic and Audio and Visual Equipment and Supplies,Audio and visual presentation and composing equipment,Projectors and supplies,Video projectors,Video projectors,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,151
1633,Printing and Photographic and Audio and Visual Equipment and Supplies,Audio and visual presentation and composing equipment,Video and combination video and audio presentation equipment and hardware and controllers,Visual presenters,Visual presenters,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,5
1634,Printing and Photographic and Audio and Visual Equipment and Supplies,Photographic or filming or video equipment,Photographic or filming or video equipment,Photographic or filming or video equipment,Photographic or filming or video equipment,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,410
1635,Printing and Photographic and Audio and Visual Equipment and Supplies,Printing and publishing equipment,Printing accessories,Industrial sign and label printer ink,Industrial sign and label printer ink,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,894
1636,Printing and Photographic and Audio and Visual Equipment and Supplies,Printing and publishing equipment,Printing and publishing equipment,Printing and publishing equipment,Printing and publishing equipment,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,625
1637,Printing and Photographic and Audio and Visual Equipment and Supplies,Printing and publishing equipment,Printing machinery accessories,Doctor blade,Doctor blade,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,517
1638,Printing and Photographic and Audio and Visual Equipment and Supplies,Printing and publishing equipment,Printing machinery accessories,Printing machinery accessories,Printing machinery accessories,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,2
1639,Printing and Photographic and Audio and Visual Equipment and Supplies,Printing and publishing equipment,Printing machinery and equipment,Printing machinery and equipment,Printing machinery and equipment,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,366
1640,Public Utilities and Public Sector Related Services,Information services,Information centers,Chambers of Commerce,Chambers of Commerce,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,1977
1641,Public Utilities and Public Sector Related Services,Information services,Information centers,Information centers,Information centers,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,9
1642,Public Utilities and Public Sector Related Services,Information services,Information services,Information services,Information services,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,30
1643,Public Utilities and Public Sector Related Services,Telecommunications media services,Enhanced telecommunications services,VPN virtual private network managed network services,VPN virtual private network managed network services,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,1146
1644,Public Utilities and Public Sector Related Services,Telecommunications media services,Facsimile and telegraph services,Facsimile and telegraph services,Facsimile and telegraph services,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,587
1645,Public Utilities and Public Sector Related Services,Telecommunications media services,Facsimile and telegraph services,Facsimile transmission services,Facsimile transmission services,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,268
1646,Public Utilities and Public Sector Related Services,Telecommunications media services,Fiber telecommunications services,Dark fiber,Dark fiber,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,17
1647,Public Utilities and Public Sector Related Services,Telecommunications media services,Local and long distance telephone communications,Local and long distance telephone communications,Local and long distance telephone communications,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,7508
